system:index,Admin_unit,BD_reported_combined,BD_reported_g_cm3,BD_reported_g_cm3_mean,BD_reported_g_cm3_sd,BD_reported_g_cm3_se,Conv_factor,Core,Country,Data_type,Depth_to_bedrock_m,ECU,Habitat_type,Horizon_bin_cm,Horizon_mid_depth_cm,Human_modification,L_depth_m,Lat_Long,M2Tide,Method,N_perc,Notes,OC_from_SOM_our_eq,OC_obs_est,OC_perc,OC_perc_combined,OC_perc_final,OC_perc_mean,OC_perc_sd,OC_perc_se,Original_source,PETdry,PETwarm,Plot,SLR_zone,SOM_perc,SOM_perc_Heiri,SOM_perc_combined,SOM_perc_mean,SOM_perc_sd,Site,Site_name,Soil_type,Source,TSM,Time_replicate,Treatment,U_depth_m,Year_collected,Year_collected_end,accuracy_code,accuracy_flag,copernicus_elevation,copernicus_slope,maxTemp,minPrecip,minTemp,n_cores,ndvi_med,ndvi_stdev,popDens,.geo
00000000000000000167,Louisiana,0.196686,0.196686,NA,NA,NA,NA,2_3,United States,Core-level,NA,5.0,marsh,0-15cm,2.5,0.0019020691979676485,0.05,29.4417_-89.9013,2.106795310974121,EA,NA,NA,6.41517578922751,Estimated (our equation),NA,NA,6.41517578922751,NA,NA,NA,Chambers et al 2019,73.0,150.0,NA,3.0,15.2488,NA,15.2488,NA,NA,NA,Chambers et al 2019 2_3,NA,CCRCN,15.34329605102539,NA,NA,0.0,2017,NA,1,direct from dataset,0.1023123562335968,0.2041594535112381,322.0,86.0,67.0,NA,0.14097949862480164,0.08686351776123047,0.0,"{""type"":""Point"",""coordinates"":[-89.90129636434365,29.44170074739124]}"
00000000000000000168,Louisiana,0.104296,0.104296,NA,NA,NA,NA,3_1,United States,Core-level,NA,5.0,marsh,0-15cm,2.5,0.0019225681899115443,0.05,29.4414_-89.9026,2.106795310974121,EA,NA,NA,6.43237823976049,Estimated (our equation),NA,NA,6.43237823976049,NA,NA,NA,Chambers et al 2019,73.0,150.0,NA,3.0,15.2887,NA,15.2887,NA,NA,NA,Chambers et al 2019 3_1,NA,CCRCN,15.494880676269531,NA,NA,0.0,2017,NA,1,direct from dataset,0.3641863167285919,0.37176060676574707,322.0,86.0,67.0,NA,0.11204749345779419,0.057156238704919815,0.0,"{""type"":""Point"",""coordinates"":[-89.90260288095232,29.441401987620655]}"
00000000000000000169,Louisiana,0.117215,0.117215,NA,NA,NA,NA,3_2,United States,Core-level,NA,5.0,marsh,0-15cm,2.5,0.0019225681899115443,0.05,29.4414_-89.9026,2.106795310974121,EA,NA,NA,6.33074717693773,Estimated (our equation),NA,NA,6.33074717693773,NA,NA,NA,Chambers et al 2019,73.0,150.0,NA,3.0,15.0529,NA,15.0529,NA,NA,NA,Chambers et al 2019 3_2,NA,CCRCN,15.494880676269531,NA,NA,0.0,2017,NA,1,direct from dataset,0.3641863167285919,0.37176060676574707,322.0,86.0,67.0,NA,0.11204749345779419,0.057156238704919815,0.0,"{""type"":""Point"",""coordinates"":[-89.90260288095232,29.441401987620655]}"
0000000000000000016a,Louisiana,0.103156,0.103156,NA,NA,NA,NA,3_3,United States,Core-level,NA,5.0,marsh,0-15cm,2.5,0.0019225681899115443,0.05,29.4414_-89.9026,2.106795310974121,EA,NA,NA,6.38056190879113,Estimated (our equation),NA,NA,6.38056190879113,NA,NA,NA,Chambers et al 2019,73.0,150.0,NA,3.0,15.1685,NA,15.1685,NA,NA,NA,Chambers et al 2019 3_3,NA,CCRCN,15.494880676269531,NA,NA,0.0,2017,NA,1,direct from dataset,0.3641863167285919,0.37176060676574707,322.0,86.0,67.0,NA,0.11204749345779419,0.057156238704919815,0.0,"{""type"":""Point"",""coordinates"":[-89.90260288095232,29.441401987620655]}"
0000000000000000016b,New York,0.15,0.15,NA,NA,NA,NA,Alley_Pond,United States,Core-level,NA,5.0,marsh,0-15cm,1.35,0.845996081829071,0.027,40.76167_-73.75111,90.62806701660156,EA,NA,NA,21.8389648454229,Estimated (our equation),NA,NA,21.8389648454229,NA,NA,NA,Cochran et al 1998,22.0,135.0,NA,2.0,49.2,NA,49.2,NA,NA,NA,Cochran et al 1998 Alley_Pond,NA,CCRCN,2.628540515899658,NA,NA,0.0,NA,NA,1,direct from dataset,2.149385452270508,3.1352131366729736,285.0,75.0,-40.0,NA,0.1770615130662918,0.12909816205501556,0.001191776362247765,"{""type"":""Point"",""coordinates"":[-73.75110567302175,40.76166832279107]}"
0000000000000000016c,New York,0.14,0.14,NA,NA,NA,NA,Caumsett_Park,United States,Core-level,NA,5.0,marsh,0-15cm,1.75,0.48614367842674255,0.035,40.93917_-73.48389,129.7833251953125,EA,NA,NA,27.0753221494061,Estimated (our equation),NA,NA,27.0753221494061,NA,NA,NA,Cochran et al 1998,23.0,144.0,NA,2.0,60,NA,60,NA,NA,NA,Cochran et al 1998 Caumsett_Park,NA,CCRCN,2.6642403602600098,NA,NA,0.0,NA,NA,1,direct from dataset,0.0,0.752514123916626,286.0,80.0,-54.0,NA,0.05891815200448036,0.036595236510038376,0.10694602131843567,"{""type"":""Point"",""coordinates"":[-73.4838851241919,40.93917175842559]}"
0000000000000000016d,New York,0.71,0.71,NA,NA,NA,NA,Flax_Pond,United States,Core-level,NA,5.0,marsh,0-15cm,1.5,0.5897365212440491,0.03,40.96306_-73.14417,119.74623107910156,EA,NA,NA,3.57898231949658,Estimated (our equation),NA,NA,3.57898231949658,NA,NA,NA,Cochran et al 1998,23.0,140.0,NA,2.0,8.6,NA,8.6,NA,NA,NA,Cochran et al 1998 Flax_Pond,NA,CCRCN,2.157635450363159,NA,NA,0.0,NA,NA,1,direct from dataset,0.5701621174812317,2.346328020095825,280.0,81.0,-53.0,NA,0.0806313306093216,0.03162830322980881,0.10694611817598343,"{""type"":""Point"",""coordinates"":[-73.14417296953619,40.963059162768886]}"
0000000000000000016e,New York,0.11,0.11,NA,NA,NA,NA,Goose_Creek,United States,Core-level,NA,3.0,marsh,0-15cm,1.25,0.7517216205596924,0.025,40.87389_-73.81833,126.54898834228516,EA,NA,NA,32.369590551736,Estimated (our equation),NA,NA,32.369590551736,NA,NA,NA,Cochran et al 1998,22.0,143.0,NA,2.0,70.6,NA,70.6,NA,NA,NA,Cochran et al 1998 Goose_Creek,NA,CCRCN,2.0182294845581055,NA,NA,0.0,NA,NA,1,direct from dataset,6.686999320983887,2.303457021713257,290.0,77.0,-47.0,NA,0.2779650390148163,0.09311946481466293,0.07394199073314667,"{""type"":""Point"",""coordinates"":[-73.8183310805035,40.87389051900315]}"
0000000000000000016f,New York,0.23,0.23,NA,NA,NA,NA,Hunter_Island,United States,Core-level,NA,3.0,marsh,0-15cm,1.15,0.6208657622337341,0.023,40.87806_-73.78806,129.66712951660156,EA,NA,NA,19.6570322923236,Estimated (our equation),NA,NA,19.6570322923236,NA,NA,NA,Cochran et al 1998,22.0,143.0,NA,2.0,44.6,NA,44.6,NA,NA,NA,Cochran et al 1998 Hunter_Island,NA,CCRCN,1.9871315956115723,NA,NA,0.0,NA,NA,1,direct from dataset,31.352672576904297,12.397404670715332,291.0,77.0,-47.0,NA,0.2900334894657135,0.1272585541009903,0.08053451031446457,"{""type"":""Point"",""coordinates"":[-73.78806270255271,40.87805977848811]}"
00000000000000000170,New York,0.16,0.16,NA,NA,NA,NA,Shelter_Island,United States,Core-level,NA,5.0,marsh,0-15cm,0.9,0.20436036586761475,0.018,41.04833_-72.29056,51.99467849731445,EA,NA,NA,35.8466996142203,Estimated (our equation),NA,NA,35.8466996142203,NA,NA,NA,Cochran et al 1998,129.0,134.0,NA,2.0,77.4,NA,77.4,NA,NA,NA,Cochran et al 1998 Shelter_Island,NA,CCRCN,2.6589019298553467,NA,NA,0.0,NA,NA,1,direct from dataset,1.370801568031311,17.849328994750977,269.0,82.0,-55.0,NA,0.2046540081501007,0.08026646822690964,0.10694605112075806,"{""type"":""Point"",""coordinates"":[-72.29055833667293,41.04833055221395]}"
00000000000000000183,Louisiana,0.09,0.09,NA,NA,NA,NA,CRMS0658_1,United States,Core-level,NA,5.0,marsh,0-15cm,2,0.18957656621932983,0.04,30.05671_-93.60433,17.976011276245117,EA,NA,NA,24.7235317128917,Estimated (our equation),NA,NA,24.7235317128917,NA,NA,NA,CRMS Database,98.0,159.0,NA,3.0,55.19,NA,55.19,NA,NA,NA,CRMS Database CRMS0658_1,NA,CCRCN,0.9585473537445068,NA,NA,0.0,NA,NA,1,direct from dataset,0.5322631597518921,0.2046801596879959,328.0,90.0,48.0,NA,0.20262211561203003,0.04039356857538223,0.03583361953496933,"{""type"":""Point"",""coordinates"":[-93.60433007957147,30.0567088828846]}"
00000000000000000184,Louisiana,0.08,0.08,NA,NA,NA,NA,CRMS0658_2,United States,Core-level,NA,5.0,marsh,0-15cm,2,0.18957656621932983,0.04,30.05671_-93.60433,17.976011276245117,EA,NA,NA,18.825160812245,Estimated (our equation),NA,NA,18.825160812245,NA,NA,NA,CRMS Database,98.0,159.0,NA,3.0,42.83,NA,42.83,NA,NA,NA,CRMS Database CRMS0658_2,NA,CCRCN,0.9585473537445068,NA,NA,0.0,NA,NA,1,direct from dataset,0.5322631597518921,0.2046801596879959,328.0,90.0,48.0,NA,0.20262211561203003,0.04039356857538223,0.03583361953496933,"{""type"":""Point"",""coordinates"":[-93.60433007957147,30.0567088828846]}"
00000000000000000185,Louisiana,0.07,0.07,NA,NA,NA,NA,CRMS0658_3,United States,Core-level,NA,5.0,marsh,0-15cm,2,0.18957656621932983,0.04,30.05671_-93.60433,17.976011276245117,EA,NA,NA,18.8626672120308,Estimated (our equation),NA,NA,18.8626672120308,NA,NA,NA,CRMS Database,98.0,159.0,NA,3.0,42.91,NA,42.91,NA,NA,NA,CRMS Database CRMS0658_3,NA,CCRCN,0.9585473537445068,NA,NA,0.0,NA,NA,1,direct from dataset,0.5322631597518921,0.2046801596879959,328.0,90.0,48.0,NA,0.20262211561203003,0.04039356857538223,0.03583361953496933,"{""type"":""Point"",""coordinates"":[-93.60433007957147,30.0567088828846]}"
00000000000000000186,Louisiana,0.27,0.27,NA,NA,NA,NA,CRMS0697_1,United States,Core-level,NA,5.0,marsh,0-15cm,2,0.2420218139886856,0.04,30.06418_-93.66699,17.99237632751465,EA,NA,NA,9.93482351234352,Estimated (our equation),NA,NA,9.93482351234352,NA,NA,NA,CRMS Database,99.0,160.0,NA,3.0,23.31,NA,23.31,NA,NA,NA,CRMS Database CRMS0697_1,NA,CCRCN,2.6967074871063232,NA,NA,0.0,NA,NA,1,direct from dataset,1.6045809984207153,1.7762094736099243,328.0,90.0,47.0,NA,0.34811580181121826,0.0617511160671711,0.10229074954986572,"{""type"":""Point"",""coordinates"":[-93.66699382667555,30.064182336250166]}"
00000000000000000187,Louisiana,0.17,0.17,NA,NA,NA,NA,CRMS0697_2,United States,Core-level,NA,5.0,marsh,0-15cm,2,0.2420218139886856,0.04,30.06418_-93.66699,17.99237632751465,EA,NA,NA,12.4770899587064,Estimated (our equation),NA,NA,12.4770899587064,NA,NA,NA,CRMS Database,99.0,160.0,NA,3.0,29.01,NA,29.01,NA,NA,NA,CRMS Database CRMS0697_2,NA,CCRCN,2.6967074871063232,NA,NA,0.0,NA,NA,1,direct from dataset,1.6045809984207153,1.7762094736099243,328.0,90.0,47.0,NA,0.34811580181121826,0.0617511160671711,0.10229074954986572,"{""type"":""Point"",""coordinates"":[-93.66699382667555,30.064182336250166]}"
00000000000000000188,Louisiana,0.18,0.18,NA,NA,NA,NA,CRMS0697_3,United States,Core-level,NA,5.0,marsh,0-15cm,2,0.2420218139886856,0.04,30.06418_-93.66699,17.99237632751465,EA,NA,NA,10.7372972615721,Estimated (our equation),NA,NA,10.7372972615721,NA,NA,NA,CRMS Database,99.0,160.0,NA,3.0,25.12,NA,25.12,NA,NA,NA,CRMS Database CRMS0697_3,NA,CCRCN,2.6967074871063232,NA,NA,0.0,NA,NA,1,direct from dataset,1.6045809984207153,1.7762094736099243,328.0,90.0,47.0,NA,0.34811580181121826,0.0617511160671711,0.10229074954986572,"{""type"":""Point"",""coordinates"":[-93.66699382667555,30.064182336250166]}"
00000000000000000189,Louisiana,0.63,0.63,NA,NA,NA,NA,CRMS0581_1,United States,Core-level,NA,5.0,marsh,0-15cm,2,0.007286404259502888,0.04,29.66477_-92.72931,15.107295036315918,EA,NA,NA,7.15489372383131,Estimated (our equation),NA,NA,7.15489372383131,NA,NA,NA,CRMS Database,94.0,150.0,NA,3.0,16.96,NA,16.96,NA,NA,NA,CRMS Database CRMS0581_1,NA,CCRCN,21.86014747619629,NA,NA,0.0,NA,NA,1,direct from dataset,0.9397788643836975,0.40518897771835327,322.0,88.0,58.0,NA,0.26775458455085754,0.06885182112455368,0.0,"{""type"":""Point"",""coordinates"":[-92.72930730255062,29.664771736690923]}"
0000000000000000018a,Louisiana,0.48,0.48,NA,NA,NA,NA,CRMS0581_2,United States,Core-level,NA,5.0,marsh,0-15cm,2,0.007286404259502888,0.04,29.66477_-92.72931,15.107295036315918,EA,NA,NA,5.29086257662767,Estimated (our equation),NA,NA,5.29086257662767,NA,NA,NA,CRMS Database,94.0,150.0,NA,3.0,12.63,NA,12.63,NA,NA,NA,CRMS Database CRMS0581_2,NA,CCRCN,21.86014747619629,NA,NA,0.0,NA,NA,1,direct from dataset,0.9397788643836975,0.40518897771835327,322.0,88.0,58.0,NA,0.26775458455085754,0.06885182112455368,0.0,"{""type"":""Point"",""coordinates"":[-92.72930730255062,29.664771736690923]}"
0000000000000000018b,Louisiana,0.7,0.7,NA,NA,NA,NA,CRMS0581_3,United States,Core-level,NA,5.0,marsh,0-15cm,2,0.007286404259502888,0.04,29.66477_-92.72931,15.107295036315918,EA,NA,NA,6.29934225184841,Estimated (our equation),NA,NA,6.29934225184841,NA,NA,NA,CRMS Database,94.0,150.0,NA,3.0,14.98,NA,14.98,NA,NA,NA,CRMS Database CRMS0581_3,NA,CCRCN,21.86014747619629,NA,NA,0.0,NA,NA,1,direct from dataset,0.9397788643836975,0.40518897771835327,322.0,88.0,58.0,NA,0.26775458455085754,0.06885182112455368,0.0,"{""type"":""Point"",""coordinates"":[-92.72930730255062,29.664771736690923]}"
0000000000000000018c,Louisiana,0.41,0.41,NA,NA,NA,NA,CRMS0584_1,United States,Core-level,NA,5.0,marsh,0-15cm,2,0.1911909580230713,0.04,29.79542_-92.85431,16.12225341796875,EA,NA,NA,5.08153398550887,Estimated (our equation),NA,NA,5.08153398550887,NA,NA,NA,CRMS Database,95.0,153.0,NA,3.0,12.14,NA,12.14,NA,NA,NA,CRMS Database CRMS0584_1,NA,CCRCN,21.744800567626953,NA,NA,0.0,NA,NA,1,direct from dataset,0.6627699136734009,0.5625079870223999,324.0,89.0,56.0,NA,0.2343892753124237,0.07010305672883987,-0.521722674369812,"{""type"":""Point"",""coordinates"":[-92.85430928238186,29.795418938455835]}"
0000000000000000018d,Louisiana,0.5,0.5,NA,NA,NA,NA,CRMS0584_2,United States,Core-level,NA,5.0,marsh,0-15cm,2,0.1911909580230713,0.04,29.79542_-92.85431,16.12225341796875,EA,NA,NA,4.22629050502506,Estimated (our equation),NA,NA,4.22629050502506,NA,NA,NA,CRMS Database,95.0,153.0,NA,3.0,10.13,NA,10.13,NA,NA,NA,CRMS Database CRMS0584_2,NA,CCRCN,21.744800567626953,NA,NA,0.0,NA,NA,1,direct from dataset,0.6627699136734009,0.5625079870223999,324.0,89.0,56.0,NA,0.2343892753124237,0.07010305672883987,-0.521722674369812,"{""type"":""Point"",""coordinates"":[-92.85430928238186,29.795418938455835]}"
0000000000000000018e,Louisiana,0.42,0.42,NA,NA,NA,NA,CRMS0584_3,United States,Core-level,NA,5.0,marsh,0-15cm,2,0.1911909580230713,0.04,29.79542_-92.85431,16.12225341796875,EA,NA,NA,5.34645376511906,Estimated (our equation),NA,NA,5.34645376511906,NA,NA,NA,CRMS Database,95.0,153.0,NA,3.0,12.76,NA,12.76,NA,NA,NA,CRMS Database CRMS0584_3,NA,CCRCN,21.744800567626953,NA,NA,0.0,NA,NA,1,direct from dataset,0.6627699136734009,0.5625079870223999,324.0,89.0,56.0,NA,0.2343892753124237,0.07010305672883987,-0.521722674369812,"{""type"":""Point"",""coordinates"":[-92.85430928238186,29.795418938455835]}"
0000000000000000018f,Louisiana,0.18,0.18,NA,NA,NA,NA,CRMS0587_1,United States,Core-level,NA,5.0,marsh,0-15cm,2,0.2029602974653244,0.04,29.79542_-92.91681,16.392728805541992,EA,NA,NA,9.95693121127252,Estimated (our equation),NA,NA,9.95693121127252,NA,NA,NA,CRMS Database,95.0,152.0,NA,3.0,23.36,NA,23.36,NA,NA,NA,CRMS Database CRMS0587_1,NA,CCRCN,22.378488540649414,NA,NA,0.0,NA,NA,1,direct from dataset,0.21146677434444427,0.9296756386756897,323.0,88.0,57.0,NA,0.20136147737503052,0.08063483238220215,-0.5289894342422485,"{""type"":""Point"",""coordinates"":[-92.91680804274696,29.795418938455835]}"
00000000000000000190,Louisiana,0.23,0.23,NA,NA,NA,NA,CRMS0587_2,United States,Core-level,NA,5.0,marsh,0-15cm,2,0.2029602974653244,0.04,29.79542_-92.91681,16.392728805541992,EA,NA,NA,5.03031981987412,Estimated (our equation),NA,NA,5.03031981987412,NA,NA,NA,CRMS Database,95.0,152.0,NA,3.0,12.02,NA,12.02,NA,NA,NA,CRMS Database CRMS0587_2,NA,CCRCN,22.378488540649414,NA,NA,0.0,NA,NA,1,direct from dataset,0.21146677434444427,0.9296756386756897,323.0,88.0,57.0,NA,0.20136147737503052,0.08063483238220215,-0.5289894342422485,"{""type"":""Point"",""coordinates"":[-92.91680804274696,29.795418938455835]}"
00000000000000000191,Louisiana,0.6,0.6,NA,NA,NA,NA,CRMS0587_3,United States,Core-level,NA,5.0,marsh,0-15cm,2,0.2029602974653244,0.04,29.79542_-92.91681,16.392728805541992,EA,NA,NA,5.35073096627261,Estimated (our equation),NA,NA,5.35073096627261,NA,NA,NA,CRMS Database,95.0,152.0,NA,3.0,12.77,NA,12.77,NA,NA,NA,CRMS Database CRMS0587_3,NA,CCRCN,22.378488540649414,NA,NA,0.0,NA,NA,1,direct from dataset,0.21146677434444427,0.9296756386756897,323.0,88.0,57.0,NA,0.20136147737503052,0.08063483238220215,-0.5289894342422485,"{""type"":""Point"",""coordinates"":[-92.91680804274696,29.795418938455835]}"
00000000000000000192,Louisiana,0.06,0.06,NA,NA,NA,NA,CRMS0588_1,United States,Core-level,NA,5.0,marsh,0-15cm,2,0.056213781237602234,0.04,29.77364_-92.82306,15.913041114807129,EA,NA,NA,28.637561171386,Estimated (our equation),NA,NA,28.637561171386,NA,NA,NA,CRMS Database,95.0,152.0,NA,3.0,63.16,NA,63.16,NA,NA,NA,CRMS Database CRMS0588_1,NA,CCRCN,23.84518051147461,NA,NA,0.0,NA,NA,1,direct from dataset,0.044645462185144424,1.1034963130950928,324.0,89.0,57.0,NA,0.1698734015226364,0.06399808079004288,-0.5289894938468933,"{""type"":""Point"",""coordinates"":[-92.82305990219932,29.773640688910806]}"
00000000000000000193,Louisiana,0.13,0.13,NA,NA,NA,NA,CRMS0588_2,United States,Core-level,NA,5.0,marsh,0-15cm,2,0.056213781237602234,0.04,29.77364_-92.82306,15.913041114807129,EA,NA,NA,19.9116752848495,Estimated (our equation),NA,NA,19.9116752848495,NA,NA,NA,CRMS Database,95.0,152.0,NA,3.0,45.14,NA,45.14,NA,NA,NA,CRMS Database CRMS0588_2,NA,CCRCN,23.84518051147461,NA,NA,0.0,NA,NA,1,direct from dataset,0.044645462185144424,1.1034963130950928,324.0,89.0,57.0,NA,0.1698734015226364,0.06399808079004288,-0.5289894938468933,"{""type"":""Point"",""coordinates"":[-92.82305990219932,29.773640688910806]}"
00000000000000000194,Louisiana,0.08,0.08,NA,NA,NA,NA,CRMS0588_3,United States,Core-level,NA,5.0,marsh,0-15cm,2,0.056213781237602234,0.04,29.77364_-92.82306,15.913041114807129,EA,NA,NA,26.5837830560165,Estimated (our equation),NA,NA,26.5837830560165,NA,NA,NA,CRMS Database,95.0,152.0,NA,3.0,59,NA,59,NA,NA,NA,CRMS Database CRMS0588_3,NA,CCRCN,23.84518051147461,NA,NA,0.0,NA,NA,1,direct from dataset,0.044645462185144424,1.1034963130950928,324.0,89.0,57.0,NA,0.1698734015226364,0.06399808079004288,-0.5289894938468933,"{""type"":""Point"",""coordinates"":[-92.82305990219932,29.773640688910806]}"
00000000000000000195,Louisiana,0.44,0.44,NA,NA,NA,NA,CRMS0589_1,United States,Core-level,NA,5.0,marsh,0-15cm,2,0.0682026594877243,0.04,29.66477_-92.82306,15.712685585021973,EA,NA,NA,7.13755687237145,Estimated (our equation),NA,NA,7.13755687237145,NA,NA,NA,CRMS Database,94.0,149.0,NA,3.0,16.92,NA,16.92,NA,NA,NA,CRMS Database CRMS0589_1,NA,CCRCN,21.887758255004883,NA,NA,0.0,NA,NA,1,direct from dataset,0.024506492540240288,0.45201390981674194,322.0,87.0,59.0,NA,0.2726888954639435,0.0846855416893959,0.0,"{""type"":""Point"",""coordinates"":[-92.82305990219932,29.66477173669092]}"
00000000000000000196,Louisiana,0.34,0.34,NA,NA,NA,NA,CRMS0589_2,United States,Core-level,NA,5.0,marsh,0-15cm,2,0.0682026594877243,0.04,29.66477_-92.82306,15.712685585021973,EA,NA,NA,7.33272242327995,Estimated (our equation),NA,NA,7.33272242327995,NA,NA,NA,CRMS Database,94.0,149.0,NA,3.0,17.37,NA,17.37,NA,NA,NA,CRMS Database CRMS0589_2,NA,CCRCN,21.887758255004883,NA,NA,0.0,NA,NA,1,direct from dataset,0.024506492540240288,0.45201390981674194,322.0,87.0,59.0,NA,0.2726888954639435,0.0846855416893959,0.0,"{""type"":""Point"",""coordinates"":[-92.82305990219932,29.66477173669092]}"
00000000000000000197,Louisiana,0.38,0.38,NA,NA,NA,NA,CRMS0589_3,United States,Core-level,NA,5.0,marsh,0-15cm,2,0.0682026594877243,0.04,29.66477_-92.82306,15.712685585021973,EA,NA,NA,8.67156352131961,Estimated (our equation),NA,NA,8.67156352131961,NA,NA,NA,CRMS Database,94.0,149.0,NA,3.0,20.44,NA,20.44,NA,NA,NA,CRMS Database CRMS0589_3,NA,CCRCN,21.887758255004883,NA,NA,0.0,NA,NA,1,direct from dataset,0.024506492540240288,0.45201390981674194,322.0,87.0,59.0,NA,0.2726888954639435,0.0846855416893959,0.0,"{""type"":""Point"",""coordinates"":[-92.82305990219932,29.66477173669092]}"
00000000000000000198,Louisiana,0.5,0.5,NA,NA,NA,NA,CRMS0599_1,United States,Core-level,NA,5.0,marsh,0-15cm,2,0.05908284708857536,0.04,29.60671_-92.66681,14.634632110595703,EA,NA,NA,4.88105748659149,Estimated (our equation),NA,NA,4.88105748659149,NA,NA,NA,CRMS Database,94.0,150.0,NA,3.0,11.67,NA,11.67,NA,NA,NA,CRMS Database CRMS0599_1,NA,CCRCN,19.527231216430664,NA,NA,0.0,NA,NA,1,direct from dataset,-0.20229952037334442,0.29844093322753906,322.0,88.0,59.0,NA,0.15918205678462982,0.0493377149105072,0.0,"{""type"":""Point"",""coordinates"":[-92.66680854218554,29.606709781874]}"
00000000000000000199,Louisiana,0.4,0.4,NA,NA,NA,NA,CRMS0599_2,United States,Core-level,NA,5.0,marsh,0-15cm,2,0.05908284708857536,0.04,29.60671_-92.66681,14.634632110595703,EA,NA,NA,5.27376223842331,Estimated (our equation),NA,NA,5.27376223842331,NA,NA,NA,CRMS Database,94.0,150.0,NA,3.0,12.59,NA,12.59,NA,NA,NA,CRMS Database CRMS0599_2,NA,CCRCN,19.527231216430664,NA,NA,0.0,NA,NA,1,direct from dataset,-0.20229952037334442,0.29844093322753906,322.0,88.0,59.0,NA,0.15918205678462982,0.0493377149105072,0.0,"{""type"":""Point"",""coordinates"":[-92.66680854218554,29.606709781874]}"
0000000000000000019a,Louisiana,0.25,0.25,NA,NA,NA,NA,CRMS0599_3,United States,Core-level,NA,5.0,marsh,0-15cm,2,0.05908284708857536,0.04,29.60671_-92.66681,14.634632110595703,EA,NA,NA,5.35500830398116,Estimated (our equation),NA,NA,5.35500830398116,NA,NA,NA,CRMS Database,94.0,150.0,NA,3.0,12.78,NA,12.78,NA,NA,NA,CRMS Database CRMS0599_3,NA,CCRCN,19.527231216430664,NA,NA,0.0,NA,NA,1,direct from dataset,-0.20229952037334442,0.29844093322753906,322.0,88.0,59.0,NA,0.15918205678462982,0.0493377149105072,0.0,"{""type"":""Point"",""coordinates"":[-92.66680854218554,29.606709781874]}"
0000000000000000019b,Louisiana,0.5,0.5,NA,NA,NA,NA,CRMS0608_1,United States,Core-level,NA,5.0,marsh,0-15cm,2,0.058022670447826385,0.04,29.67203_-92.6668,14.70319938659668,EA,NA,NA,6.80857182182625,Estimated (our equation),NA,NA,6.80857182182625,NA,NA,NA,CRMS Database,95.0,152.0,NA,3.0,16.16,NA,16.16,NA,NA,NA,CRMS Database CRMS0608_1,NA,CCRCN,21.95667839050293,NA,NA,0.0,NA,NA,1,direct from dataset,0.42384493350982666,0.25742584466934204,322.0,89.0,57.0,NA,0.25481393933296204,0.08776972442865372,0.0,"{""type"":""Point"",""coordinates"":[-92.66679962398341,29.672031153205936]}"
0000000000000000019c,Louisiana,0.37,0.37,NA,NA,NA,NA,CRMS0608_2,United States,Core-level,NA,5.0,marsh,0-15cm,2,0.058022670447826385,0.04,29.67203_-92.6668,14.70319938659668,EA,NA,NA,6.8647896612007,Estimated (our equation),NA,NA,6.8647896612007,NA,NA,NA,CRMS Database,95.0,152.0,NA,3.0,16.29,NA,16.29,NA,NA,NA,CRMS Database CRMS0608_2,NA,CCRCN,21.95667839050293,NA,NA,0.0,NA,NA,1,direct from dataset,0.42384493350982666,0.25742584466934204,322.0,89.0,57.0,NA,0.25481393933296204,0.08776972442865372,0.0,"{""type"":""Point"",""coordinates"":[-92.66679962398341,29.672031153205936]}"
0000000000000000019d,Louisiana,0.47,0.47,NA,NA,NA,NA,CRMS0608_3,United States,Core-level,NA,5.0,marsh,0-15cm,2,0.058022670447826385,0.04,29.67203_-92.6668,14.70319938659668,EA,NA,NA,4.97059481297645,Estimated (our equation),NA,NA,4.97059481297645,NA,NA,NA,CRMS Database,95.0,152.0,NA,3.0,11.88,NA,11.88,NA,NA,NA,CRMS Database CRMS0608_3,NA,CCRCN,21.95667839050293,NA,NA,0.0,NA,NA,1,direct from dataset,0.42384493350982666,0.25742584466934204,322.0,89.0,57.0,NA,0.25481393933296204,0.08776972442865372,0.0,"{""type"":""Point"",""coordinates"":[-92.66679962398341,29.672031153205936]}"
0000000000000000019e,Louisiana,0.55,0.55,NA,NA,NA,NA,CRMS0610_1,United States,Core-level,NA,3.0,marsh,0-15cm,2,0.028085390105843544,0.04,29.6067_-92.63555,14.527877807617188,EA,NA,NA,5.37211902036532,Estimated (our equation),NA,NA,5.37211902036532,NA,NA,NA,CRMS Database,94.0,150.0,NA,3.0,12.82,NA,12.82,NA,NA,NA,CRMS Database CRMS0610_1,NA,CCRCN,20.009931564331055,NA,NA,0.0,NA,NA,1,direct from dataset,0.09034614264965057,0.19293424487113953,321.0,88.0,59.0,NA,0.25463244318962097,0.07257018238306046,0.0,"{""type"":""Point"",""coordinates"":[-92.63555024380088,29.606700863671897]}"
