system:index,Admin_unit,BD_reported_combined,BD_reported_g_cm3,BD_reported_g_cm3_mean,BD_reported_g_cm3_sd,BD_reported_g_cm3_se,Conv_factor,Core,Country,DOI,Data_type,Depth_to_bedrock_m,ECU,Habitat_type,Horizon_bin_cm,Horizon_mid_depth_cm,Human_modification,L_depth_m,Lat_Long,M2Tide,Method,N_perc,Notes,OC_from_SOM_our_eq,OC_obs_est,OC_perc,OC_perc_combined,OC_perc_final,OC_perc_mean,OC_perc_sd,OC_perc_se,Original_source,PETdry,PETwarm,Plot,SLR_zone,SOM_perc,SOM_perc_Heiri,SOM_perc_combined,SOM_perc_mean,SOM_perc_sd,Site,Site_name,Soil_type,Source,TSM,Time_replicate,Treatment,U_depth_m,Year_collected,Year_collected_end,accuracy_code,accuracy_flag,copernicus_elevation,copernicus_slope,maxPrecip,maxTemp,minPrecip,minTemp,n_cores,ndvi_med,ndvi_stdev,popDens,.geo
0000000000000000024b,Louisiana,0.34,0.34,NA,NA,NA,NA,CRMS0396_1,United States,NA,Core-level,NA,5.0,marsh,0-15cm,2,0.015068892389535904,0.04,29.3454_-90.88551,5.415695667266846,EA,NA,NA,8.93911997451455,Estimated (our equation),NA,NA,8.93911997451455,NA,NA,NA,CRMS Database,78.0,155.0,NA,3.0,21.05,NA,21.05,NA,NA,NA,CRMS Database CRMS0396_1,NA,CCRCN,18.14235496520996,NA,NA,0.0,NA,NA,1,direct from dataset,0.0,0.0,204.0,324.0,89.0,68.0,NA,-0.022247061133384705,0.02404726855456829,0.0,"{""type"":""Point"",""coordinates"":[-90.88551360796129,29.34540200104102]}"
0000000000000000024c,Louisiana,0.25,0.25,NA,NA,NA,NA,CRMS0398_1,United States,NA,Core-level,NA,5.0,marsh,0-15cm,2,0.03363166004419327,0.04,29.38895_-90.91676,5.930850982666016,EA,NA,NA,12.3242016610559,Estimated (our equation),NA,NA,12.3242016610559,NA,NA,NA,CRMS Database,78.0,156.0,NA,3.0,28.67,NA,28.67,NA,NA,NA,CRMS Database CRMS0398_1,NA,CCRCN,11.6310396194458,NA,NA,0.0,NA,NA,1,direct from dataset,2.7776026725769043,5.05606746673584,205.0,324.0,89.0,66.0,NA,0.29429271817207336,0.10499966889619827,0.0,"{""type"":""Point"",""coordinates"":[-90.91676298814383,29.388949581928973]}"
0000000000000000024d,Louisiana,0.29,0.29,NA,NA,NA,NA,CRMS0399_1,United States,NA,Core-level,NA,5.0,marsh,0-15cm,2,0.02443860098719597,0.04,29.30185_-91.10427,6.876011848449707,EA,NA,NA,10.4086734063522,Estimated (our equation),NA,NA,10.4086734063522,NA,NA,NA,CRMS Database,98.0,153.0,NA,3.0,24.38,NA,24.38,NA,NA,NA,CRMS Database CRMS0399_1,NA,CCRCN,26.08933448791504,NA,NA,0.0,NA,NA,1,direct from dataset,-0.1496930867433548,0.33288833498954773,205.0,322.0,91.0,67.0,NA,0.21423685550689697,0.05737192928791046,0.0,"{""type"":""Point"",""coordinates"":[-91.10427264654228,29.301849961052017]}"
0000000000000000024e,Louisiana,0.21,0.21,NA,NA,NA,NA,CRMS0409_1,United States,NA,Core-level,NA,5.0,marsh,0-15cm,2,0.07456175237894058,0.04,29.47605_-90.91676,7.502201557159424,EA,NA,NA,11.5889577851409,Estimated (our equation),NA,NA,11.5889577851409,NA,NA,NA,CRMS Database,78.0,158.0,NA,3.0,27.03,NA,27.03,NA,NA,NA,CRMS Database CRMS0409_1,NA,CCRCN,12.647387504577637,NA,NA,0.0,NA,NA,1,direct from dataset,-0.08625459671020508,0.23315683007240295,206.0,325.0,89.0,64.0,NA,,,0.0,"{""type"":""Point"",""coordinates"":[-90.91676298814383,29.47604920280593]}"
0000000000000000024f,Louisiana,0.04,0.04,NA,NA,NA,NA,CRMS0411_1,United States,NA,Core-level,NA,5.0,marsh,0-15cm,2,0.04084165766835213,0.04,29.49782_-90.94801,10.814900398254395,EA,NA,NA,38.4489094472702,Estimated (our equation),NA,NA,38.4489094472702,NA,NA,NA,CRMS Database,79.0,158.0,NA,3.0,82.41,NA,82.41,NA,NA,NA,CRMS Database CRMS0411_1,NA,CCRCN,13.46887493133545,NA,NA,0.0,NA,NA,1,direct from dataset,-0.08223104476928711,0.17600734531879425,207.0,325.0,89.0,64.0,NA,,,0.0,"{""type"":""Point"",""coordinates"":[-90.94801236832637,29.497818534148855]}"
00000000000000000250,Louisiana,0.46,0.46,NA,NA,NA,NA,CRMS0421_1,United States,NA,Core-level,NA,5.0,marsh,0-15cm,2,0.0022810387890785933,0.04,29.17122_-90.82439,5.202084541320801,EA,NA,NA,6.09274202173827,Estimated (our equation),NA,NA,6.09274202173827,NA,NA,NA,CRMS Database,77.0,152.0,NA,3.0,14.5,NA,14.5,NA,NA,NA,CRMS Database CRMS0421_1,NA,CCRCN,10.354677200317383,NA,NA,0.0,NA,NA,1,direct from dataset,0.03565223515033722,0.8925150036811829,199.0,321.0,88.0,72.0,NA,-5.04130613990128E-4,0.02173341065645218,0.0,"{""type"":""Point"",""coordinates"":[-90.82438825072065,29.171220595691317]}"
00000000000000000251,Louisiana,0.19,0.19,NA,NA,NA,NA,CRMS0434_1,United States,NA,Core-level,NA,3.0,marsh,0-15cm,2,0.16527579724788666,0.04,29.32363_-90.72925,3.7259092330932617,EA,NA,NA,9.73600780359624,Estimated (our equation),NA,NA,9.73600780359624,NA,NA,NA,CRMS Database,78.0,154.0,NA,3.0,22.86,NA,22.86,NA,NA,NA,CRMS Database CRMS0434_1,NA,CCRCN,4.535004615783691,NA,NA,0.0,NA,NA,1,direct from dataset,0.6342149376869202,0.37529101967811584,200.0,323.0,87.0,69.0,NA,0.1988154649734497,0.04431040957570076,0.13988010585308075,"{""type"":""Point"",""coordinates"":[-90.72924887064433,29.32362821059704]}"
00000000000000000252,Louisiana,0.06,0.06,NA,NA,NA,NA,CRMS2785_1,United States,NA,Core-level,NA,,marsh,0-15cm,2,0.08376098424196243,0.04,29.50508_-91.04176,11.045171737670898,EA,NA,NA,37.541263120179,Estimated (our equation),NA,NA,37.541263120179,NA,NA,NA,CRMS Database,79.0,157.0,NA,3.0,80.67,NA,80.67,NA,NA,NA,CRMS Database CRMS2785_1,NA,CCRCN,20.913742065429688,NA,NA,0.0,NA,NA,1,direct from dataset,-0.11187845468521118,0.2258242964744568,207.0,325.0,91.0,62.0,NA,,,0.0,"{""type"":""Point"",""coordinates"":[-91.04176496797508,29.50507795066387]}"
00000000000000000253,Louisiana,0.06,0.06,NA,NA,NA,NA,CRMS2862_1,United States,NA,Core-level,NA,5.0,marsh,0-15cm,2,0.22883956134319305,0.04,29.54863_-91.07301,11.109155654907227,EA,NA,NA,36.7569437502277,Estimated (our equation),NA,NA,36.7569437502277,NA,NA,NA,CRMS Database,79.0,158.0,NA,3.0,79.16,NA,79.16,NA,NA,NA,CRMS Database CRMS2862_1,NA,CCRCN,20.96042251586914,NA,NA,0.0,NA,NA,1,direct from dataset,1.6242327690124512,0.4345844089984894,207.0,325.0,91.0,61.0,NA,,,0.0,"{""type"":""Point"",""coordinates"":[-91.07301434815763,29.548629990652874]}"
00000000000000000254,Louisiana,0.04,0.04,NA,NA,NA,NA,CRMS2881_1,United States,NA,Core-level,NA,5.0,marsh,0-15cm,2,0.03484434261918068,0.04,29.47605_-91.01051,10.744616508483887,EA,NA,NA,41.9505630812034,Estimated (our equation),NA,NA,41.9505630812034,NA,NA,NA,CRMS Database,79.0,157.0,NA,3.0,89.05,NA,89.05,NA,NA,NA,CRMS Database CRMS2881_1,NA,CCRCN,18.579208374023438,NA,NA,0.0,NA,NA,1,direct from dataset,0.26860055327415466,0.7857836484909058,207.0,325.0,90.0,64.0,NA,,,0.0,"{""type"":""Point"",""coordinates"":[-91.01051112869148,29.47604920280593]}"
00000000000000000255,Louisiana,0.08,0.08,NA,NA,NA,NA,CRMS2887_1,United States,NA,Core-level,NA,,marsh,0-15cm,2,0.16898630559444427,0.04,29.5196_-90.91676,9.757189750671387,EA,NA,NA,36.746576307118,Estimated (our equation),NA,NA,36.746576307118,NA,NA,NA,CRMS Database,79.0,158.0,NA,3.0,79.14,NA,79.14,NA,NA,NA,CRMS Database CRMS2887_1,NA,CCRCN,12.4679536819458,NA,NA,0.0,NA,NA,1,direct from dataset,0.7685929536819458,0.7377000451087952,206.0,325.0,89.0,64.0,NA,,,0.0,"{""type"":""Point"",""coordinates"":[-90.91676298814383,29.51960124279494]}"
00000000000000000256,Louisiana,0.25,0.25,NA,NA,NA,NA,CRMS3296_1,United States,NA,Core-level,NA,5.0,marsh,0-15cm,2,0.214259073138237,0.04,29.38895_-90.47925,3.0465590953826904,EA,NA,NA,13.343421566811,Estimated (our equation),NA,NA,13.343421566811,NA,NA,NA,CRMS Database,77.0,155.0,NA,3.0,30.93,NA,30.93,NA,NA,NA,CRMS Database CRMS3296_1,NA,CCRCN,2.757159948348999,NA,NA,0.0,NA,NA,1,direct from dataset,0.0,0.28942203521728516,193.0,323.0,87.0,68.0,NA,0.059738755226135254,0.02777598239481449,0.1398800015449524,"{""type"":""Point"",""coordinates"":[-90.47924937008288,29.388949581928973]}"
00000000000000000257,Louisiana,0.2,0.2,NA,NA,NA,NA,CRMS4045_1,United States,NA,Core-level,NA,5.0,marsh,0-15cm,2,0.021700002253055573,0.04,29.38169_-91.01051,8.707788467407227,EA,NA,NA,15.8483645406799,Estimated (our equation),NA,NA,15.8483645406799,NA,NA,NA,CRMS Database,78.0,155.0,NA,3.0,36.42,NA,36.42,NA,NA,NA,CRMS Database CRMS4045_1,NA,CCRCN,18.852792739868164,NA,NA,0.0,NA,NA,1,direct from dataset,0.1332215517759323,0.30841508507728577,206.0,324.0,90.0,66.0,NA,0.27293530106544495,0.09429595619440079,0.0,"{""type"":""Point"",""coordinates"":[-91.01051112869148,29.381690165413957]}"
00000000000000000258,Louisiana,0.24,0.24,NA,NA,NA,NA,CRMS4455_1,United States,NA,Core-level,NA,5.0,marsh,0-15cm,2,5.336744943633676E-4,0.04,29.2583_-90.94801,5.985598564147949,EA,NA,NA,8.91716999665164,Estimated (our equation),NA,NA,8.91716999665164,NA,NA,NA,CRMS Database,77.0,153.0,NA,3.0,21,NA,21,NA,NA,NA,CRMS Database CRMS4455_1,NA,CCRCN,17.620304107666016,NA,NA,0.0,NA,NA,1,direct from dataset,-0.4079296886920929,0.28150561451911926,203.0,322.0,89.0,70.0,NA,0.18141277134418488,0.03390207886695862,0.0,"{""type"":""Point"",""coordinates"":[-90.94801236832637,29.258302380164064]}"
00000000000000000259,Louisiana,0.14,0.14,NA,NA,NA,NA,CRMS0501_1,United States,NA,Core-level,NA,5.0,marsh,0-15cm,2,0.1635889708995819,0.04,29.63573_-92.26054,13.208016395568848,EA,NA,NA,19.8786435119956,Estimated (our equation),NA,NA,19.8786435119956,NA,NA,NA,CRMS Database,95.0,152.0,NA,3.0,45.07,NA,45.07,NA,NA,NA,CRMS Database CRMS0501_1,NA,CCRCN,29.069507598876953,NA,NA,0.0,NA,NA,1,direct from dataset,0.23308052122592926,0.0026694280095398426,198.0,322.0,93.0,54.0,NA,0.07532431185245514,0.06400672346353531,0.14916467666625977,"{""type"":""Point"",""coordinates"":[-92.260535386105,29.635729611529833]}"
0000000000000000025a,Louisiana,0.2,0.2,NA,NA,NA,NA,CRMS0507_1,United States,NA,Core-level,NA,5.0,marsh,0-15cm,2,0.09000273048877716,0.04,29.58492_-92.22929,13.208016395568848,EA,NA,NA,14.3422819256929,Estimated (our equation),NA,NA,14.3422819256929,NA,NA,NA,CRMS Database,95.0,151.0,NA,3.0,33.13,NA,33.13,NA,NA,NA,CRMS Database CRMS0507_1,NA,CCRCN,28.117847442626953,NA,NA,0.0,NA,NA,1,direct from dataset,0.14879383146762848,1.1898040771484375,199.0,321.0,92.0,55.0,NA,0.22920556366443634,0.1041504517197609,0.14916473627090454,"{""type"":""Point"",""coordinates"":[-92.22928600592246,29.584922614126867]}"
0000000000000000025b,Louisiana,0.15,0.15,NA,NA,NA,NA,CRMS0508_1,United States,NA,Core-level,NA,5.0,marsh,0-15cm,2,0.12015688419342041,0.04,29.64299_-92.22929,13.208016395568848,EA,NA,NA,22.3123331993248,Estimated (our equation),NA,NA,22.3123331993248,NA,NA,NA,CRMS Database,95.0,153.0,NA,3.0,50.19,NA,50.19,NA,NA,NA,CRMS Database CRMS0508_1,NA,CCRCN,28.881196975708008,NA,NA,0.0,NA,NA,1,direct from dataset,0.7873173952102661,0.7334612011909485,199.0,322.0,93.0,54.0,NA,0.23773805797100067,0.07357168197631836,0.14916466176509857,"{""type"":""Point"",""coordinates"":[-92.22928600592246,29.64298902804484]}"
0000000000000000025c,Louisiana,0.38,0.38,NA,NA,NA,NA,CRMS0535_1,United States,NA,Core-level,NA,5.0,marsh,0-15cm,2,0.09053301811218262,0.04,29.64299_-92.16679,13.062545776367188,EA,NA,NA,6.59688120380511,Estimated (our equation),NA,NA,6.59688120380511,NA,NA,NA,CRMS Database,95.0,153.0,NA,3.0,15.67,NA,15.67,NA,NA,NA,CRMS Database CRMS0535_1,NA,CCRCN,30.593727111816406,NA,NA,0.0,NA,NA,1,direct from dataset,0.23811495304107666,0.3143623173236847,201.0,321.0,94.0,53.0,NA,0.2787381112575531,0.07175075262784958,0.1491646021604538,"{""type"":""Point"",""coordinates"":[-92.16678724555736,29.64298902804484]}"
0000000000000000025d,Louisiana,0.35,0.35,NA,NA,NA,NA,CRMS0536_1,United States,NA,Core-level,NA,5.0,marsh,0-15cm,2,0.2298346310853958,0.04,29.58492_-92.26054,13.208016395568848,EA,NA,NA,6.37689840492878,Estimated (our equation),NA,NA,6.37689840492878,NA,NA,NA,CRMS Database,95.0,151.0,NA,3.0,15.16,NA,15.16,NA,NA,NA,CRMS Database CRMS0536_1,NA,CCRCN,28.78279685974121,NA,NA,0.0,NA,NA,1,direct from dataset,0.5143905878067017,0.17322054505348206,198.0,321.0,92.0,55.0,NA,0.25720009207725525,0.07755272090435028,0.1491646021604538,"{""type"":""Point"",""coordinates"":[-92.260535386105,29.584922614126867]}"
0000000000000000025e,Louisiana,0.48,0.48,NA,NA,NA,NA,CRMS0541_1,United States,NA,Core-level,NA,5.0,marsh,0-15cm,2,0.018969701603055,0.04,29.61621_-92.04113,12.396867752075195,EA,NA,NA,3.90012144209619,Estimated (our equation),NA,NA,3.90012144209619,NA,NA,NA,CRMS Database,96.0,153.0,NA,3.0,9.36,NA,9.36,NA,NA,NA,CRMS Database CRMS0541_1,NA,CCRCN,31.729461669921875,NA,NA,0.0,NA,NA,1,direct from dataset,0.0,0.0,201.0,321.0,94.0,55.0,NA,-0.08427368104457855,0.025535155087709427,0.1491646021604538,"{""type"":""Point"",""coordinates"":[-92.04112977787126,29.616212126218894]}"
0000000000000000025f,Louisiana,0.23,0.23,NA,NA,NA,NA,CRMS0552_1,United States,NA,Core-level,NA,5.0,marsh,0-15cm,2,0.371777206659317,0.04,29.79541_-92.13554,12.296891212463379,EA,NA,NA,7.58032904837334,Estimated (our equation),NA,NA,7.58032904837334,NA,NA,NA,CRMS Database,97.0,155.0,NA,3.0,17.94,NA,17.94,NA,NA,NA,CRMS Database CRMS0552_1,NA,CCRCN,30.600797653198242,NA,NA,0.0,NA,NA,1,direct from dataset,1.7017860412597656,3.6298787593841553,196.0,322.0,98.0,50.0,NA,0.3518376350402832,0.07914792001247406,0.1491645723581314,"{""type"":""Point"",""coordinates"":[-92.13553786537481,29.795410020253726]}"
00000000000000000260,Louisiana,0.03,0.03,NA,NA,NA,NA,CRMS0571_1,United States,NA,Core-level,NA,5.0,marsh,0-15cm,2,0.1041780486702919,0.04,29.70831_-92.2918,13.077303886413574,EA,NA,NA,37.2448297125768,Estimated (our equation),NA,NA,37.2448297125768,NA,NA,NA,CRMS Database,95.0,153.0,NA,3.0,80.1,NA,80.1,NA,NA,NA,CRMS Database CRMS0571_1,NA,CCRCN,29.825992584228516,NA,NA,0.0,NA,NA,1,direct from dataset,0.11429916322231293,0.7965322136878967,196.0,322.0,94.0,52.0,NA,0.22019417583942413,0.05249224603176117,0.14916479587554932,"{""type"":""Point"",""coordinates"":[-92.29180260269177,29.708310399376767]}"
00000000000000000261,Louisiana,0.33,0.33,NA,NA,NA,NA,CRMS0576_1,United States,NA,Core-level,NA,5.0,marsh,0-15cm,2,0.0870809331536293,0.04,29.59219_-92.4793,13.956579208374023,EA,NA,NA,4.60429978690474,Estimated (our equation),NA,NA,4.60429978690474,NA,NA,NA,CRMS Database,94.0,150.0,NA,3.0,11.02,NA,11.02,NA,NA,NA,CRMS Database CRMS0576_1,NA,CCRCN,27.37849998474121,NA,NA,0.0,NA,NA,1,direct from dataset,0.5641089677810669,0.4726094603538513,188.0,321.0,90.0,57.0,NA,0.26318424940109253,0.08399273455142975,0.0,"{""type"":""Point"",""coordinates"":[-92.47930334288812,29.59219094884398]}"
00000000000000000262,Louisiana,0.14,0.14,NA,NA,NA,NA,CRMS0580_1,United States,NA,Core-level,NA,5.0,marsh,0-15cm,2,0.07004723697900772,0.04,29.6067_-92.32305,13.208016395568848,EA,NA,NA,17.2717099959407,Estimated (our equation),NA,NA,17.2717099959407,NA,NA,NA,CRMS Database,95.0,151.0,NA,3.0,39.5,NA,39.5,NA,NA,NA,CRMS Database CRMS0580_1,NA,CCRCN,29.708324432373047,NA,NA,0.0,NA,NA,1,direct from dataset,0.5616573691368103,0.3888901174068451,196.0,321.0,92.0,55.0,NA,0.2095242440700531,0.05986521393060684,0.14916478097438812,"{""type"":""Point"",""coordinates"":[-92.32305198287432,29.606700863671897]}"
00000000000000000263,Louisiana,0.54,0.54,NA,NA,NA,NA,CRMS0600_1,United States,NA,Core-level,NA,5.0,marsh,0-15cm,2,0.01935267262160778,0.04,29.57767_-92.54181,13.956579208374023,EA,NA,NA,7.32404248955463,Estimated (our equation),NA,NA,7.32404248955463,NA,NA,NA,CRMS Database,94.0,150.0,NA,3.0,17.35,NA,17.35,NA,NA,NA,CRMS Database CRMS0600_1,NA,CCRCN,22.501352310180664,NA,NA,0.0,NA,NA,1,direct from dataset,0.29214051365852356,0.21757934987545013,186.0,321.0,89.0,57.0,NA,0.19833378493785858,0.06121819466352463,0.0,"{""type"":""Point"",""coordinates"":[-92.54181102145533,29.577667656712908]}"
00000000000000000264,Louisiana,0.38,0.38,NA,NA,NA,NA,CRMS0609_1,United States,NA,Core-level,NA,3.0,marsh,0-15cm,2,0.027056271210312843,0.04,29.63574_-92.6043,14.446039199829102,EA,NA,NA,5.98526235942676,Estimated (our equation),NA,NA,5.98526235942676,NA,NA,NA,CRMS Database,94.0,151.0,NA,3.0,14.25,NA,14.25,NA,NA,NA,CRMS Database CRMS0609_1,NA,CCRCN,20.999248504638672,NA,NA,0.0,NA,NA,1,direct from dataset,0.0,0.3494114875793457,182.0,322.0,89.0,57.0,NA,0.11653193086385727,0.04251929000020027,0.0,"{""type"":""Point"",""coordinates"":[-92.60430086361832,29.635738529731935]}"
00000000000000000265,Louisiana,0.1,0.1,NA,NA,NA,NA,CRMS0616_1,United States,NA,Core-level,NA,5.0,marsh,0-15cm,2,0.09541302174329758,0.04,29.73009_-92.26054,13.077303886413574,EA,NA,NA,26.6525163228656,Estimated (our equation),NA,NA,26.6525163228656,NA,NA,NA,CRMS Database,96.0,154.0,NA,3.0,59.14,NA,59.14,NA,NA,NA,CRMS Database CRMS0616_1,NA,CCRCN,27.121091842651367,NA,NA,0.0,NA,NA,1,direct from dataset,0.4582115113735199,0.6535578966140747,197.0,322.0,95.0,51.0,NA,0.2511650323867798,0.07333078980445862,0.0,"{""type"":""Point"",""coordinates"":[-92.260535386105,29.730088648921797]}"
00000000000000000266,Louisiana,0.18,0.18,NA,NA,NA,NA,CRMS0618_1,United States,NA,Core-level,NA,5.0,marsh,0-15cm,2,0.10343624651432037,0.04,29.73735_-92.26054,12.999227523803711,EA,NA,NA,17.3831640665663,Estimated (our equation),NA,NA,17.3831640665663,NA,NA,NA,CRMS Database,96.0,154.0,NA,3.0,39.74,NA,39.74,NA,NA,NA,CRMS Database CRMS0618_1,NA,CCRCN,27.121091842651367,NA,NA,0.0,NA,NA,1,direct from dataset,0.24654437601566315,0.33552682399749756,197.0,322.0,95.0,51.0,NA,0.2568729519844055,0.0698021799325943,0.0,"{""type"":""Point"",""coordinates"":[-92.260535386105,29.737352524537854]}"
00000000000000000267,Louisiana,0.05,0.05,NA,NA,NA,NA,CRMS0619_1,United States,NA,Core-level,NA,5.0,marsh,0-15cm,2,0.08288052678108215,0.04,29.68654_-92.26054,13.13336181640625,EA,NA,NA,37.3643897998293,Estimated (our equation),NA,NA,37.3643897998293,NA,NA,NA,CRMS Database,95.0,153.0,NA,3.0,80.33,NA,80.33,NA,NA,NA,CRMS Database CRMS0619_1,NA,CCRCN,28.869659423828125,NA,NA,0.0,NA,NA,1,direct from dataset,4.159334182739258,3.846359968185425,198.0,322.0,94.0,52.0,NA,0.2742927372455597,0.07509060949087143,0.0,"{""type"":""Point"",""coordinates"":[-92.26053538610502,29.68654106803385]}"
00000000000000000268,Louisiana,0.26,0.26,NA,NA,NA,NA,CRMS0623_1,United States,NA,Core-level,NA,5.0,marsh,0-15cm,2,0.013425522483885288,0.04,29.63574_-92.51055,13.956579208374023,EA,NA,NA,7.11155565508607,Estimated (our equation),NA,NA,7.11155565508607,NA,NA,NA,CRMS Database,95.0,151.0,NA,3.0,16.86,NA,16.86,NA,NA,NA,CRMS Database CRMS0623_1,NA,CCRCN,27.23360824584961,NA,NA,0.0,NA,NA,1,direct from dataset,0.31109341979026794,0.28041204810142517,186.0,322.0,90.0,56.0,NA,0.23160937428474426,0.07784326374530792,0.14916467666625977,"{""type"":""Point"",""coordinates"":[-92.51055272307067,29.635738529731935]}"
00000000000000000269,Louisiana,0.26,0.26,NA,NA,NA,NA,CRMS0632_1,United States,NA,Core-level,NA,5.0,marsh,0-15cm,2,0.07207286357879639,0.04,29.57041_-92.38555,13.506889343261719,EA,NA,NA,7.9068032357854,Estimated (our equation),NA,NA,7.9068032357854,NA,NA,NA,CRMS Database,94.0,150.0,NA,3.0,18.69,NA,18.69,NA,NA,NA,CRMS Database CRMS0632_1,NA,CCRCN,31.98397445678711,NA,NA,0.0,NA,NA,1,direct from dataset,0.496311217546463,0.45026037096977234,193.0,320.0,90.0,57.0,NA,0.24017368257045746,0.07242656499147415,0.0,"{""type"":""Point"",""coordinates"":[-92.38555074323942,29.570408240197896]}"
0000000000000000026a,Louisiana,0.55,0.55,NA,NA,NA,NA,CRMS0633_1,United States,NA,Core-level,NA,5.0,marsh,0-15cm,2,0.2915823757648468,0.04,29.56315_-92.32305,13.232473373413086,EA,NA,NA,4.39604847910999,Estimated (our equation),NA,NA,4.39604847910999,NA,NA,NA,CRMS Database,94.0,151.0,NA,3.0,10.53,NA,10.53,NA,NA,NA,CRMS Database CRMS0633_1,NA,CCRCN,31.568382263183594,NA,NA,0.0,NA,NA,1,direct from dataset,0.3361329138278961,0.4309251010417938,196.0,321.0,91.0,57.0,NA,0.24315130710601807,0.05580062419176102,0.0,"{""type"":""Point"",""coordinates"":[-92.32305198287432,29.563148823682887]}"
0000000000000000026b,Louisiana,0.3,0.3,NA,NA,NA,NA,CRMS1650_1,United States,NA,Core-level,NA,5.0,marsh,0-15cm,2,0.07687518000602722,0.04,29.80992_-92.04179,12.307682037353516,EA,NA,NA,9.12363456835553,Estimated (our equation),NA,NA,9.12363456835553,NA,NA,NA,CRMS Database,97.0,156.0,NA,3.0,21.47,NA,21.47,NA,NA,NA,CRMS Database CRMS1650_1,NA,CCRCN,32.11256408691406,NA,NA,0.0,NA,NA,1,direct from dataset,0.6650856137275696,1.107695460319519,194.0,323.0,99.0,51.0,NA,0.07432623207569122,0.05426153540611267,0.14916469156742096,"{""type"":""Point"",""coordinates"":[-92.04178526572612,29.80991993508164]}"
0000000000000000026c,Louisiana,0.13,0.13,NA,NA,NA,NA,CRMS1965_1,United States,NA,Core-level,NA,5.0,marsh,0-15cm,2,0.013449957594275475,0.04,29.63574_-92.4793,13.956579208374023,EA,NA,NA,18.9987011374607,Estimated (our equation),NA,NA,18.9987011374607,NA,NA,NA,CRMS Database,95.0,151.0,NA,3.0,43.2,NA,43.2,NA,NA,NA,CRMS Database CRMS1965_1,NA,CCRCN,27.927234649658203,NA,NA,0.0,NA,NA,1,direct from dataset,0.0,0.2922648787498474,187.0,322.0,91.0,56.0,NA,-0.018650317564606667,0.07979937642812729,0.14916466176509857,"{""type"":""Point"",""coordinates"":[-92.47930334288812,29.635738529731935]}"
0000000000000000026d,Louisiana,0.25,0.25,NA,NA,NA,NA,CRMS2041_1,United States,NA,Core-level,NA,5.0,marsh,0-15cm,2,0.22186866402626038,0.04,29.76638_-92.16679,12.438716888427734,EA,NA,NA,6.43293872261428,Estimated (our equation),NA,NA,6.43293872261428,NA,NA,NA,CRMS Database,96.0,155.0,NA,3.0,15.29,NA,15.29,NA,NA,NA,CRMS Database CRMS2041_1,NA,CCRCN,29.440895080566406,NA,NA,0.0,NA,NA,1,direct from dataset,0.2417665719985962,0.2658809721469879,198.0,322.0,96.0,50.0,NA,0.2976820170879364,0.10402679443359375,0.0,"{""type"":""Point"",""coordinates"":[-92.16678724555736,29.76638127239579]}"
000000000000000002e7,Delaware,0.162,0.162,NA,NA,NA,NA,Juncus_roemerianus_core,United States,NA,Core-level,NA,6.0,marsh,0-15cm,1,0.4623076617717743,0.02,38.51018_-75.06544,51.77571105957031,EA,NA,NA,30.855645461636,Estimated (our equation),NA,NA,30.855645461636,NA,NA,NA,Elsey Quirk et al 2011,73.0,145.0,NA,2.0,67.6,NA,67.6,NA,NA,NA,Elsey Quirk et al 2011 Juncus_roemerianus_core,NA,CCRCN,4.566665172576904,NA,NA,0.0,NA,NA,1,direct from dataset,0.3920295238494873,0.48468583822250366,123.0,292.0,80.0,-30.0,NA,0.2487211525440216,0.04956117272377014,0.5869970917701721,"{""type"":""Point"",""coordinates"":[-75.06543908582809,38.510183477986224]}"
000000000000000002e8,Delaware,0.185,0.185,NA,NA,NA,NA,Spartina_alterniflora_core,United States,NA,Core-level,NA,6.0,marsh,0-15cm,1,0.4623076617717743,0.02,38.51016_-75.06655,51.77571105957031,EA,NA,NA,22.4608348198346,Estimated (our equation),NA,NA,22.4608348198346,NA,NA,NA,Elsey Quirk et al 2011,73.0,145.0,NA,2.0,50.5,NA,50.5,NA,NA,NA,Elsey Quirk et al 2011 Spartina_alterniflora_core,NA,CCRCN,4.566665172576904,NA,NA,0.0,NA,NA,1,direct from dataset,-1.1965855360031128,4.680959224700928,123.0,292.0,80.0,-30.0,NA,0.1631108671426773,0.03490841016173363,0.5869970917701721,"{""type"":""Point"",""coordinates"":[-75.06654940199039,38.5101567233799]}"
00000000000000000317,Florida,0.115,0.115,NA,NA,NA,NA,LI_15_5D,United States,NA,Core-level,NA,2.0,marsh,0-15cm,0.5,0.4962365925312042,0.01,26.96829_-82.00562,16.311845779418945,EA,NA,NA,33.1820532210832,Estimated (our equation),NA,NA,33.1820532210832,NA,NA,NA,Gerlach et al 2017,83.0,156.0,NA,3.0,72.2,NA,72.2,NA,NA,NA,Gerlach et al 2017 LI_15_5D,NA,CCRCN,1.5243916511535645,NA,NA,0.0,2014,NA,1,direct from dataset,0.0,0.0,208.0,332.0,37.0,104.0,NA,2.629168448038399E-4,0.025147385895252228,0.27606070041656494,"{""type"":""Point"",""coordinates"":[-82.00562409732073,26.96829090225745]}"
